0.000000	0.000000
0.010000	-0.100213
0.020000	-0.195251
0.030000	-0.285215
0.040000	-0.370203
0.050000	-0.450313
0.060000	-0.525642
0.070000	-0.596285
0.080000	-0.662339
0.090000	-0.723896
0.100000	-0.781049
0.110000	-0.833891
0.120000	-0.882513
0.130000	-0.927005
0.140000	-0.967455
0.150000	-1.003953
0.160000	-1.036586
0.170000	-1.065439
0.180000	-1.090599
0.190000	-1.112150
0.200000	-1.130176
0.210000	-1.144759
0.220000	-1.155981
0.230000	-1.163924
0.240000	-1.168666
0.250000	-1.170288
0.260000	-1.168867
0.270000	-1.164481
0.280000	-1.157207
0.290000	-1.147119
0.300000	-1.134293
0.310000	-1.118802
0.320000	-1.100719
0.330000	-1.080117
0.340000	-1.057067
0.350000	-1.031639
0.360000	-1.003902
0.370000	-0.973925
0.380000	-0.941777
0.390000	-0.907524
0.400000	-0.871232
0.410000	-0.832967
0.420000	-0.792793
0.430000	-0.750774
0.440000	-0.706972
0.450000	-0.661451
0.460000	-0.614270
0.470000	-0.565491
0.480000	-0.515174
0.490000	-0.463376
0.500000	-0.410156
0.510000	-0.355572
0.520000	-0.299679
0.530000	-0.242535
0.540000	-0.184192
0.550000	-0.124706
0.560000	-0.064130
0.570000	-0.002517
0.580000	0.060082
0.590000	0.123615
0.600000	0.188032
0.610000	0.253284
0.620000	0.319321
0.630000	0.386096
0.640000	0.453561
0.650000	0.521669
0.660000	0.590375
0.670000	0.659633
0.680000	0.729399
0.690000	0.799629
0.700000	0.870280
0.710000	0.941310
0.720000	1.012677
0.730000	1.084340
0.740000	1.156259
0.750000	1.228394
0.760000	1.300706
0.770000	1.373158
0.780000	1.445711
0.790000	1.518329
0.800000	1.590976
0.810000	1.663616
0.820000	1.736214
0.830000	1.808737
0.840000	1.881150
0.850000	1.953421
0.860000	2.025518
0.870000	2.097408
0.880000	2.169062
0.890000	2.240448
0.900000	2.311537
0.910000	2.382300
0.920000	2.452708
0.930000	2.522734
0.940000	2.592351
0.950000	2.661531
0.960000	2.730249
0.970000	2.798479
0.980000	2.866197
0.990000	2.933379
1.000000	3.000000
1.010000	3.066038
1.020000	3.131470
1.030000	3.196275
1.040000	3.260430
1.050000	3.323916
1.060000	3.386712
1.070000	3.448799
1.080000	3.510157
1.090000	3.570767
1.100000	3.630613
1.110000	3.689677
1.120000	3.747941
1.130000	3.805389
1.140000	3.862006
1.150000	3.917776
1.160000	3.972684
1.170000	4.026716
1.180000	4.079859
1.190000	4.132099
1.200000	4.183424
1.210000	4.233821
1.220000	4.283278
1.230000	4.331785
1.240000	4.379330
1.250000	4.425903
1.260000	4.471495
1.270000	4.516097
1.280000	4.559698
1.290000	4.602292
1.300000	4.643870
1.310000	4.684424
1.320000	4.723949
1.330000	4.762437
1.340000	4.799881
1.350000	4.836278
1.360000	4.871621
1.370000	4.905905
1.380000	4.939127
1.390000	4.971283
1.400000	5.002368
1.410000	5.032380
1.420000	5.061317
1.430000	5.089176
1.440000	5.115955
1.450000	5.141653
1.460000	5.166269
1.470000	5.189802
1.480000	5.212253
1.490000	5.233621
1.500000	5.253906
1.510000	5.273111
1.520000	5.291235
1.530000	5.308281
1.540000	5.324251
1.550000	5.339148
1.560000	5.352973
1.570000	5.365730
1.580000	5.377423
1.590000	5.388056
1.600000	5.397632
1.610000	5.406156
1.620000	5.413633
1.630000	5.420068
1.640000	5.425467
1.650000	5.429835
1.660000	5.433179
1.670000	5.435505
1.680000	5.436819
1.690000	5.437129
1.700000	5.436443
1.710000	5.434767
1.720000	5.432110
1.730000	5.428480
1.740000	5.423885
1.750000	5.418335
1.760000	5.411838
1.770000	5.404404
1.780000	5.396042
1.790000	5.386763
1.800000	5.376576
1.810000	5.365492
1.820000	5.353521
1.830000	5.340675
1.840000	5.326964
1.850000	5.312400
1.860000	5.296995
1.870000	5.280760
1.880000	5.263707
1.890000	5.245850
1.900000	5.227199
1.910000	5.207769
1.920000	5.187571
1.930000	5.166620
1.940000	5.144928
1.950000	5.122510
1.960000	5.099378
1.970000	5.075547
1.980000	5.051030
1.990000	5.025843
2.000000	5.000000
2.010000	4.973515
2.020000	4.946403
2.030000	4.918679
2.040000	4.890359
2.050000	4.861457
2.060000	4.831990
2.070000	4.801972
2.080000	4.771420
2.090000	4.740349
2.100000	4.708776
2.110000	4.676716
2.120000	4.644186
2.130000	4.611203
2.140000	4.577783
2.150000	4.543942
2.160000	4.509698
2.170000	4.475067
2.180000	4.440066
2.190000	4.404713
2.200000	4.369024
2.210000	4.333017
2.220000	4.296710
2.230000	4.260119
2.240000	4.223262
2.250000	4.186157
2.260000	4.148822
2.270000	4.111274
2.280000	4.073531
2.290000	4.035611
2.300000	3.997532
2.310000	3.959312
2.320000	3.920969
2.330000	3.882521
2.340000	3.843986
2.350000	3.805382
2.360000	3.766727
2.370000	3.728041
2.380000	3.689340
2.390000	3.650643
2.400000	3.611968
2.410000	3.573334
2.420000	3.534759
2.430000	3.496261
2.440000	3.457858
2.450000	3.419570
2.460000	3.381413
2.470000	3.343406
2.480000	3.305567
2.490000	3.267916
2.500000	3.230469
2.510000	3.193245
2.520000	3.156262
2.530000	3.119538
2.540000	3.083091
2.550000	3.046939
2.560000	3.011100
2.570000	2.975592
2.580000	2.940433
2.590000	2.905641
2.600000	2.871232
2.610000	2.837225
2.620000	2.803638
2.630000	2.770487
2.640000	2.737790
2.650000	2.705564
2.660000	2.673827
2.670000	2.642596
2.680000	2.611887
2.690000	2.581718
2.700000	2.552105
2.710000	2.523065
2.720000	2.494615
2.730000	2.466770
2.740000	2.439548
2.750000	2.412964
2.760000	2.387034
2.770000	2.361775
2.780000	2.337202
2.790000	2.313330
2.800000	2.290176
2.810000	2.267754
2.820000	2.246080
2.830000	2.225168
2.840000	2.205034
2.850000	2.185692
2.860000	2.167156
2.870000	2.149441
2.880000	2.132561
2.890000	2.116530
2.900000	2.101362
2.910000	2.087070
2.920000	2.073667
2.930000	2.061167
2.940000	2.049582
2.950000	2.038926
2.960000	2.029211
2.970000	2.020449
2.980000	2.012652
2.990000	2.005831
3.000000	2.000000
3.010000	1.995169
3.020000	1.991348
3.030000	1.988550
3.040000	1.986784
3.050000	1.986061
3.060000	1.986392
3.070000	1.987785
3.080000	1.990251
3.090000	1.993799
3.100000	1.998438
3.110000	2.004177
3.120000	2.011024
3.130000	2.018988
3.140000	2.028076
3.150000	2.038296
3.160000	2.049655
3.170000	2.062161
3.180000	2.075821
3.190000	2.090639
3.200000	2.106624
3.210000	2.123780
3.220000	2.142113
3.230000	2.161628
3.240000	2.182330
3.250000	2.204224
3.260000	2.227313
3.270000	2.251601
3.280000	2.277092
3.290000	2.303789
3.300000	2.331695
3.310000	2.360811
3.320000	2.391141
3.330000	2.422686
3.340000	2.455446
3.350000	2.489423
3.360000	2.524618
3.370000	2.561030
3.380000	2.598660
3.390000	2.637506
3.400000	2.677568
3.410000	2.718844
3.420000	2.761333
3.430000	2.805031
3.440000	2.849938
3.450000	2.896048
3.460000	2.943360
3.470000	2.991869
3.480000	3.041570
3.490000	3.092459
3.500000	3.144531
3.510000	3.197780
3.520000	3.252200
3.530000	3.307785
3.540000	3.364526
3.550000	3.422418
3.560000	3.481452
3.570000	3.541619
3.580000	3.602911
3.590000	3.665319
3.600000	3.728832
3.610000	3.793441
3.620000	3.859134
3.630000	3.925900
3.640000	3.993728
3.650000	4.062606
3.660000	4.132520
3.670000	4.203457
3.680000	4.275404
3.690000	4.348345
3.700000	4.422268
3.710000	4.497155
3.720000	4.572992
3.730000	4.649761
3.740000	4.727447
3.750000	4.806030
3.760000	4.885494
3.770000	4.965821
3.780000	5.046989
3.790000	5.128981
3.800000	5.211776
3.810000	5.295353
3.820000	5.379690
3.830000	5.464767
3.840000	5.550560
3.850000	5.637045
3.860000	5.724201
3.870000	5.812002
3.880000	5.900423
3.890000	5.989439
3.900000	6.079024
3.910000	6.169152
3.920000	6.259794
3.930000	6.350924
3.940000	6.442512
3.950000	6.534530
3.960000	6.626948
3.970000	6.719735
3.980000	6.812861
3.990000	6.906293
4.000000	7.000000
4.010000	7.093949
4.020000	7.188105
4.030000	7.282436
4.040000	7.376905
4.050000	7.471478
4.060000	7.566118
4.070000	7.660788
4.080000	7.755451
4.090000	7.850068
4.100000	7.944601
4.110000	8.039010
4.120000	8.133254
4.130000	8.227293
4.140000	8.321085
4.150000	8.414587
4.160000	8.507757
4.170000	8.600551
4.180000	8.692923
4.190000	8.784830
4.200000	8.876224
